sent	sentiment
['남', '근육', '만들', '싶', '무리', '운동', '어깨', '다쳤']	1
['자식', '연락', '끊기', '남편', '없', '암', '죽', '후', '장례', '치러', '줄', '사람', '없', '슬퍼']	2
['요즘', '젊은이', '위아래', '없', '노약', '자석', '비워', '두', '않']	1
['아들', '사춘기', '끝난', '거', '같', '안심', '이']	0
['주변', '따돌림', '나', '도와', '준다고', '말', '사람', '뭘', '도와', '준다는', '거', '지']	3
['난', '친구', '무서워서', '가담', '건데', '나', '주동자', '지목', '슬퍼']	4
['내', '진로', '결정', '아빠', '싫', '내', '인생', '인데', '이러', '거', '야']	2
['내', '빌린', '체육복', '찢어져', '있', '나', '모르', '옷', '찢긴', '걸까']	3
['나', '술', '마시', '친구', '급성', '알코올', '중독', '어이없', '유명', '했']	5
['나', '사람', '공간', '머무', '게', '싫']	3
['퇴직금', '가게', '투자', '수익', '나', '않']	3
['우리', '반', '따돌림', '당하', '친구', '있', '데', '모른', '척', '하', '미안', '방관자', '되', '버려서', '우울']	2
['남편', '좋', '하', '제육볶음', '했', '회식', '때문', '외박', '상처', '야']	4
['육', '십', '세', '넘', '경제', '사정', '좋', '않', '힘', '들']	2
['불합격', '합격', '수', '있', '걸까']	5
['복권', '당첨', '연락', '없', '친척', '돈', '달', '하', '짜증', '나']	2
['얼마', '전', '출산', '친구', '연락', '왔', '마음', '아파']	4
['회사', '취업', '준비', '것', '짜증', '나']	2
['친구', '여럿', '덤벼서', '아무것', '할', '수', '없', '무기력', '슬퍼']	5
['내', '해', '준', '것', '없', '나', '사랑', '주', '아내', '있', '감사']	0
['투병', '힘들', '시골', '내려가', '살', '병', '낫', '아프', '않']	3
['반', '모임', '친구', '내', '싫', '오', '말', '우울', '식욕', '잃']	5
['회사', '은퇴', '차린', '가게', '되', '기뻐']	0
['회사', '일', '많', '업무', '처리', '버거워']	1
['직장', '어이없', '실수', '했', '나', '자신', '화', '나']	1
['남편', '정년', '퇴임', '내일모레', '인데', '노후', '준비', '때문', '걱정', '이']	1
['평생', '일', '하', '건강', '관리', '하', '살아온', '게']	4
['친구', '일방', '약속', '취소', '당황']	1
['결혼', '지', '됐', '남자', '만날', '수', '있', '구역', '난다']	2
['나', '병', '원비', '없', '아파도', '참', '있', '옆집', '자식', '찾아와서', '챙겨', '주', '걸', '보', '질투', '나']	4
['이번', '시험', '일', '등급', '받', '기뻐']	0
['부모', '인정', '받', '노력', '않']	5
['믿', '친구', '나', '때렸', '애', '인', '줄', '몰랐', '말', '이', '당황']	5
['이번', '엄마', '용돈', '올려', '줘야', '할텐데']	2
['간호', '주', '아내', '뭐', '힘들', '우', '악의', '모진', '말', '했']	2
['회사', '큰', '프로젝트', '하나', '있']	0
['내', '모아', '놓', '노후', '자금', '아내', '아이', '교육비', '사용', '버렸', '당황']	1
['반도체', '회사', '평생', '바치', '얻', '혈액', '암', '인데', '회사', '나', '몰라라', '하', '죽', '싶']	5
['애', '날', '싫', '하', '건', '아닌가', '봐', '복도', '괴롭힘', '받', '중', '애', '선생', '신고', '줬']	0
['부인', '속마음', '모르']	3
['아빠', '불치병', '걸리', '것', '같', '충격', '이']	4
['최종', '면접', '떨어졌', '기대', '컸', '만큼', '실망', '커']	4
['내', '돈', '없', '누군가', '짐', '될까', '봐', '걱정', '이']	3
['결혼', '후', '살', '집', '구하', '못했', '집값', '올라', '감당', '수', '없']	2
['나이', '스물', '아홉', '살', '되', '남자', '친구', '결혼', '서둘러야', '하', '싶', '마음']	3
['어린', '날', '내', '후회']	1
['난', '노년기', '일', '둘', '수', '없', '거', '같']	2
['부모', '내', '눈', '높', '결혼', '한', '거', '라며', '잔소리', '해', '속상해']	2
['선생', '나', '따돌림', '알', '계시', '침묵', '기분', '이']	4
['내일', '승진', '시험', '날', '이']	2
['요즈음', '코로나', '취업', '어려움', '취직']	0
['친구', '얘기', '싸워서', '기분', '좋']	3
['친한', '친구', '병원', '입원', '퇴원', '신', '나']	0
['미세먼지', '가라앉', '가족', '여행', '갈', '수', '있', '텐데', '기다리', '초조']	3
['나', '아내', '하', '지금', '좋']	0
['우리', '애', '얘기', '본', '적', '언제', '인지', '기억', '나']	1
['우리', '반', '왕따', '주동자', '명', '없', '좋']	0
['부서', '이동', '명', '받', '당황']	1
['손주', '방문', '용돈', '때문', '인', '것', '같', '반갑', '않']	5
['이번', '지방', '발령', '나', '내려왔', '주변', '아무것', '없']	1
['내', '돈', '벌', '와도', '아내', '날', '존중', '않']	5
['한참', '전', '나', '돈', '빌려', '놓', '갚', '않', '죄책감', '느끼', '노인', '밉', '화', '나']	4
['아들', '나', '대부', '업체', '빚', '지', '있']	2
['이번', '명절', '시댁', '가', '남편', '다퉜', '환멸', '느끼', '있']	5
['내', '생일', '이', '부모', '내', '싫', '하', '음식', '사', '오', '당황']	3
['동업자', '회사', '단독', '대표', '행세', '주변', '사', '치', '다닌', '사실', '알', '돼서', '당황']	1
['나', '이번', '산악회', '회장', '됐']	0
['책상', '서랍', '친구', '더러운', '걸레', '넣', '게', '엉망', '이']	4
['남편', '내', '퇴직금', '사업', '했', '사업', '돼서', '힘들']	1
['프로젝트', '진행', '결국', '사수', '내', '공', '가로챘']	4
['내성', '인', '성격', '때문', '회사', '내', '동기', '인사', '평가', '점수', '낮', '속상해']	5
['요즘', '인터넷', '기사', '보', '연애', '결혼', '하', '싶', '않', '행복', '보이', '않', '갈등', '문제', '생겨서', '혐오', '해']	1
['영희', '엄마', '건강', '검진', '받', '왔']	0
['결혼', '해도', '되', '구시대', '산물', '같']	3
['지금', '날', '괴롭혔', '애', '숙제', '물', '쏟']	2
['학교', '폭력', '때문', '비통', '기분', '이']	5
['요즘', '대학', '때문', '고민', '많']	3
['여자', '친구', '헤어지', '해서', '당황']	1
['내', '실수', '때문', '친구', '나', '화', '나', '날', '때렸', '속상하', '무서워']	1
['남편', '마지막', '항암', '치료', '받', '고통', '해서', '내', '마음', '아파']	5
['충격', '인', '이야기', '들', '머리', '마비', '거', '같']	5
['다음', '달', '친구', '결혼', '친한', '내', '축가', '불러', '줬', '좋']	0
['잃', '동생', '집', '돌아왔']	0
['천식', '있', '나', '위해', '남편', '금연', '해', '주', '금연', '힘든데', '결정', '내려', '주', '기뻐']	0
['면접', '본', '회사', '최종', '합격', '통보', '받', '기분', '좋']	0
['남편', '외도', '알', '되', '슬퍼']	5
['건강', '문제', '있', '줄', '알', '아니', '안도']	0
['일', '있', '도중', '큰', '소리', '노래', '따라', '불렀', '나', '모르', '나와서', '부끄러웠']	1
['동기', '명절', '어머님', '선물', '드린다', '던데', '나', '용돈', '받']	5
['요즘', '몸', '아파서', '병', '원비', '드', '데', '모아', '둔', '돈', '있', '다행', '이']	0
['내', '철', '없', '때', '오랫동안', '괴롭힌', '친구', '있', '후회', '돼']	3
['베이비', '붐', '세대', '인', '우리', '국민', '연금', '얼마', '받', '못한다고', '해서', '대책', '고민', '중', '인데', '생각', '귀찮']	2
['친구', '전화', '받', '기분', '좋', '온종일', '기분', '가라앉', '있']	4
['나', '흥분', '일', '생겼']	0
['나', '동료', '상처', '받']	4
['암', '이', '소리', '듣', '실감', '났', '무엇', '치료비', '때문', '남편', '미안']	1
['내', '은퇴', '후', '인생', '어떨지']	0
['나이', '먹', '내', '명의', '집', '없', '지금', '하', '산', '걸까']	1
['결혼', '령기', '지나', '버렸', '결혼', '하', '평생', '지내', '어쩌', '회의', '들']	3
['요즘', '노후', '대해', '마음', '놓이']	0
['미투', '운동', '인해서', '회사', '회식', '문화', '달라졌']	2
['죽', '무덤', '묻힌', '다면', '차갑', '외롭', '느껴질까', '생각', '해도']	1
['돈', '없', '집', '고립', '기분', '이']	1
['나', '간암', '걸렸', '아들', '그것', '모르', '사업', '자금', '빌려', '달', '하', '이게', '말', '돼']	2
['기업', '우리', '회사', '인수', '합병', '된대']	0
['정기', '병원', '검사', '받', '혈압', '높', '져서', '걱정', '이']	3
['은퇴', '했', '연금', '나오', '한참', '이', '생활', '할', '수', '있', '불안']	3
['입사', '시험', '보', '왔', '무섭', '걱정', '돼', '저번', '시험', '보', '떨어졌', '회사', '거든']	3
['주말', '부부', '라', '아내', '보', '게', '속상해']	5
['나', '남편', '서로', '믿', '때문', '잔소리', '하', '않']	0
['내', '만약', '죽', '된다면', '내', '재산', '가져갈', '남편', '역겨워']	2
['나이', '들', '중년', '되', '건강', '걱정']	2
['나', '돈', '보', '자식', '때문', '라도', '건강', '지', '싶', '병', '낫', '않']	3
['년', '내', '취직', '기다려', '줬', '여자', '친구', '이번', '떨어져서', '나', '포기', '달', '했']	5
['간', '좋', '건강', '식품', '사', '주변', '사람', '부작용', '있', '말리', '인터넷', '후기', '좋']	3
['예기', '못한', '임신', '하', '되', '당황']	1
['시어머니', '말', '되', '이유', '핀잔', '들']	4
['딸', '건강', '회복', '약', '먹', '된대']	0
['아빠', '술', '먹', '화', '낼', '때', '술병', '나', '때리', '않', '하', '생각', '들', '두렵', '무서워']	3
['전', '거짓말', '번', '했', '엄마', '내', '말', '믿', '주', '않', '가족', '편', '이', '하', '거', '아냐']	5
['화', '났']	2
['어디', '가', '말']	1
['나', '우리', '집', '싫']	2
['친구', '앞', '받', '하', '돈', '있', '무릎', '꿇', '자존심', '상해']	5
['다툰', '친구', '사이', '중간', '역할', '하', '못한', '것', '같', '우울']	5
['나이', '들', '대인', '관계', '어려운', '거', '같']	3
['내일', '최종', '면접', '일', '인데', '내', '해낼', '수', '있', '걱정', '떨려서', '말', '하', '오']	3
['회사', '그만두', '될', '것', '같', '해야', '할지', '걱정', '이']	5
['시험', '봤', '친한', '친구', '커닝', '선생', '말', '할까', '고민']	3
['난', '나이', '재정', '상태', '하나', '자신']	0
['부장', '내', '승진', '약속', '나', '회사', '선배', '승진', '주', '당황']	4
['딸', '아내', '상의', '대학', '자퇴', '상실감', '커']	5
['일', '있']	1
['우리', '아들', '결혼', '사람', '속', '깊', '사람', '만났']	0
['내', '친한', '친구', '성적', '떨어졌', '슬퍼', '해서', '나', '해야', '할지', '모르']	5
['우리', '팀', '원', '누가', '질문', '하', '대답', '하', '목소리', '작', '죽']	1
['나', '향해', '뛰어오', '사람', '때문', '밀려서', '넘어졌', '사과', '한마디', '가']	2
['딸', '지', '준', '보약', '일', '주일', '먹', '딸', '미안', '어째']	1
['칠', '십', '대', '넘', '건강', '악화', '괴로워']	5
['나', '직장', '동료', '회사', '구토', '것', '봐서', '그런지', '혐오']	1
['돈', '바닥나', '구역', '날', '정도', '야', '내', '나이', '예순', '살', '인데', '사', '게', '해']	2
['이번', '주말', '아내', '오랜만', '데이트', '할', '거', '야', '연애', '때', '기분', '나', '설레']	0
['내', '능력', '있', '회사', '나', '해고', '것', '상처', '야']	4
['아빠', '아이', '키우', '세상', '고립', '기분', '이']	4
['아내', '나', '도박', '했', '전', '나', '들켜서', '한다고', '약속', '말', '이']	5
['주말', '약속', '잡', '했', '나가', '싫']	0
['추가', '합격', '바라', '있', '가', '싶', '대학', '최종', '탈락', '내', '대학', '가', '할지']	5
['친한', '친구', '날', '위해', '이벤트', '준비', '눈물', '나']	0
['나', '하', '있', '동료', '승진', '느려서', '힘들']	1
['직장', '후배', '앞', '부장', '심한', '지적', '받', '해야', '할지', '모르']	4
['내', '발표', '일', '있', '발표', '해서', '친구', '박수', '받']	0
['내', '노후', '준비', '하', '않', '것', '때문', '생계', '걱정', '하', '있']	3
['나이', '많', '데', '좋', '일자리', '취업', '될까', '걱정', '이']	3
['요즘', '아들', '등교', '해서', '회사', '가족', '돌봄', '휴가', '신청', '사장', '허락', '해', '주']	5
['요즘', '애', '노약자', '봐도', '자리', '양보', '줄', '생각', '해']	2
['나', '아들', '재산', '주', '날', '버릴', '거', '라고', '했']	4
['지금', '나', '마음', '통하', '친구', '만나', '못한', '것', '같', '속상하', '고민', '이']	1
['이제', '사람', '신경', '쓰', '살', '취업', '나', '성격', '바뀌', '것', '같']	1
['어렸', '때', '친했', '친구', '연락', '오']	4
['지내', '보', '은퇴', '준비', '할', '나이', '되', '믿기', '않']	3
['권태기', '왔', '남자', '친구', '만나', '감흥', '없', '짜증', '나']	2
['나이', '됐', '은퇴', '해서', '혼란']	3
['저축', '둔', '돈', '얼마', '남', '않', '항암', '치료', '포기']	4
['나', '시험', '백', '점', '맞', '엄마', '아빠', '언니', '칭찬', '걸', '보', '화', '났']	2
['친', '시험', '백', '점', '받']	0
['코로나', '바이러스', '직장', '동료', '사망', '했', '소식', '정신', '마비', '느낌', '이']	5
['결혼식', '생각', '것', '하객', '분', '오', '것', '같', '축하', '주', '오', '행복']	0
['거울', '봤', '흰머리', '많', '나', '나이', '많', '생각', '어쩌']	1
['혈압', '검진', '받', '병원', '갔', '담당', '의사', '변경']	3
['우리', '반', '있', '친구', '따돌림', '받', '것', '같', '나', '친구', '좋', '도와', '주', '싶', '방법', '모르']	1
['반', '학교', '폭력', '일어났', '나', '그걸', '방관', '버렸']	1
['내', '친구', '얼마', '전', '암', '죽']	1
['사장', '자기', '딸', '취업', '나이', '라', '자리', '대신', '나오', '됐', '거', '야', '이번', '달', '일', '그만둬야', '하']	4
['나', '건강', '친구', '하나', '둘', '세상', '떠나', '걸', '보', '인생']	5
['수능', '봤', '동안', '노력', '보상', '받', '느낌', '이']	0
['내', '반', '꼴', '등', '했', '면박', '받', '낙담']	5
['오랜만', '친구', '만나', '들어왔', '기분', '좋']	0
['아이', '병', '낫', '않', '게', '문', '닫', '그렇', '충격', '이']	4
['나', '싫', '말', '카톡', '방', '초대', '성가시', '메시지', '보낼까']	2
['은퇴', '코앞', '인데', '쉽', '않', '걱정', '이']	3
['육아', '도움', '되', '않', '남편', '화', '나']	2
['내', '운영', '회사', '문제', '생기', '얼마', '든지', '주변', '도와', '줄', '사람', '많']	0
['재정', '대해', '걱정']	3
['우리', '집안', '남자', '탈모', '취약', '나', '탈모', '생길까', '봐', '걱정', '이']	3
['내', '눈치', '봤', '봐', '친구', '내', '줏대', '없', '결국', '따돌림', '당하', '됐']	4
['연애', '좋', '걸까']	3
['그', '전', '내게', '욕', '하', '팀장', '오', '아무렇', '않', '척', '당황']	1
['당뇨병', '생긴', '이후', '음식', '먹', '것', '까다로워', '져서', '주위', '사람', '힘들', '해']	2
['요즘', '부모', '나', '빼', '둘', '얘기', '것', '같', '적', '없', '고립', '것', '같', '하', '해야', '할지', '모르']	1
['은퇴', '이후', '계획', '세워야', '해', '자산', '관리사', '상담', '예약', '뭔가', '부족', '느낌', '이']	2
['난', '외로워']	1
['취업', '실패', '있', '면접', '가', '다행', '이', '곳', '서류', '전형', '탈락', '해']	5
['질환', '도움', '될까', '해서', '나간', '모임', '단계', '판매', '모임', '이']	5
['엄마', '공부', '하', '있', '하', '뭐', '라', '말', '조심']	3
['아내', '코로나', '병상', '누워', '있', '상태', '좋', '않', '괴롭']	4
['우리', '아이', '자랐']	0
['따라', '위', '쓰린', '것', '같']	3
['우리', '가게', '나', '제외', '젊', '직원', '없', '소외감', '들']	4
['아내', '이번', '승진', '나', '승진', '못해', '부끄러워']	1
['상사', '업무', '의견', '충돌', '있', '나', '말', '심하', '해서', '상처', '받']	4
['남편', '짜증']	2
['비밀', '있', '친구', '말', '두려워']	2
['출근', '했']	0
['옛날', '친했', '친구', '있', '친구', '나', '이용', '어이없', '배신감', '느껴']	4
['여자', '친구', '이별', '우울', '옆', '아무', '없']	5
['친구', '오랜만', '만났', '예전', '반갑', '않']	5
['일', '년', '만', '본', '손주', '인데', '용돈', '줄', '돈', '없', '부끄럽', '마음', '아프']	4
['준비', '수능', '시험', '망했']	5
['이번', '당뇨', '수치', '좋', '졌', '기분', '좋']	0
['전화', '직업', '이', '그런지', '상대방', '내', '맘', '같', '않']	2
['최근', '충격', '받', '일', '있']	4
['부끄러워', '죽']	1
['아들', '날', '닮', '데', '바르', '살려', '노력', '기뻐']	0
['친구', '교통사고', '크', '당해서', '비통']	5
['나', '동정심', '약해서', '탈', '이']	3
['백화점', '갔', '내', '행색', '남루', '그런지', '점원', '시선', '곱', '않']	2
['야근', '많', '출장', '잦', '몸', '지치', '마음', '힘들']	5
['단짝', '싸웠', '해야', '할지', '모르', '내', '반쪽', '마비', '것', '같', '기분', '들']	5
['나', '우울', '외로워']	4
['앞', '갚', '할', '대출금', '노후', '자금', '마련', '생각', '앞', '해']	5
['친구', '우리', '부모', '욕', '했', '속상해']	5
['나', '나이', '많', '돈', '없', '남편', '죽', '힘들']	4
['자식', '나', '생명', '보험', '가입', '둔', '사실', '알', '되', '절망']	5
['이번', '승진', '심사', '떨어졌', '업무', '보', '해도', '의', '욕', '나', '않']	5
['원', '직장', '합격', '번', '도전', '몰라', '기뻐서', '눈물', '날', '것', '같']	0
['친구', '만나', '위해서', '나', '노력', '친구', '아무것', '하', '있', '게', '당황', '화', '나']	1
['바쁘', '살아오', '보', '건강', '나빠', '지', '그러', '보', '대인', '관계', '소홀', '지', '것', '같']	1
['화', '참', '못하', '회사', '사표', '내', '왔', '직장', '받', '스트레스', '심했']	1
['회의', '중', '나온', '안건', '내', '의견', '표했', '상사', '표정', '좋', '불안']	3
['돈', '없', '어제', '밥', '먹', '하', '알아주', '사람', '아무', '없', '게', '서러워']	4
['오', '십', '대', '되', '신체', '나이', '늙', '것', '같', '건강', '좋', '건지', '혼란']	3
['친구', '주식', '할', '때', '나', '했', '보', '노후', '준비', '된', '것', '같', '화', '나']	2
['참여', '인원', '제한', '때문', '내', '이름', '뺀', '작품', '입상', '기분', '야']	5
['아끼', '좋', '했', '고향', '후배', '오랜만', '만났', '술', '의존', '생활', '하', '것', '같', '괴로워']	4
['옆집', '할아버지', '잔소리', '했', '쳐서', '나', '말', '해', '속', '좁']	2
['집', '왔', '아무', '집', '없']	5
['남편', '다퉜', '아이', '내', '있']	3
['가족', '나', '믿', '내', '원', '꿈', '응원', '줬', '실패', '슬프', '미안']	5
['따돌림', '당하', '나', '세상', '악한', '사람', '있', '것', '같', '회의감', '들']	2
['요즘', '아들', '결혼', '장사', '사람', '있', '그럴', '수', '있']	2
['근무', '중', '사람', '다쳤으면', '산재', '처리', '해야', '하', '회사', '그걸', '거부', '있']	5
['회사', '생활', '해', '사람', '공과', '사', '구분', '해']	5
['기분', '좋']	0
['자격증', '시험', '보', '날', '늦잠', '잤', '친구', '오토바이', '데려다', '줘서', '늦', '않']	0
['친구', '노래방', '왔', '내', '차례', '되', '옆방', '긴장']	1
['아내', '말', '무시', '친구', '등갈비', '먹', '다녀왔', '마음', '불편', '하', '아내', '심했']	2
['출근', '인데', '동료', '중', '무서운', '사람', '있', '두려워']	3
['요즘', '이유', '친구', '날', '피', '스트레스', '받']	3
['내', '뭘', '했', '나', '되', '구', '사람', '있']	4
['죽', '전', '모아', '둔', '돈', '쓰', '싶', '물건', '사', '가족', '여겨']	2
['여자', '친구', '부모', '대해야', '할지', '조심']	3
['나', '특정', '자세', '취하', '온', '몸', '아파']	5
['나', '친구', '진심', '이야기', '했', '친구', '이해', '못하', '나', '친구', '다시', '말', '않', '거', '야']	1
['친구', '말', '듣', '주식', '샀', '걱정']	3
['내', '노년', '경제', '활동', '할', '수', '있', '도움', '준', '사장', '고마워']	0
['며느리', '자기', '잘난', '맛', '집안', '주무르', '해서', '거슬려']	2
['하루하루', '전쟁', '같', '하', '좋']	3
['반', '애', '급식', '실', '나', '잔반', '쏟']	2
['반장', '본인', '말', '들으면', '큰일', '날', '것', '굴', '짜증', '나']	2
['동안', '고생', '아내', '준비', '노후', '자금', '반', '주', '해', '기쁘', '신']	0
['도박', '헤어', '나올', '수', '없', '돈', '잃']	5
['대인', '기피', '증', '사람', '많', '곳', '가', '어려워']	5
['부모', '결혼', '할', '거', '냐고', '물', '보', '스트레스', '받']	2
['사람', '노후', '준비', '한다고', '내', '해야', '하', '거', '야']	2
['건강', '위해서', '공원', '운동', '다니', '남', '시선', '신경', '쓰이', '거', '있']	1
['이번', '점수', '나왔', '반', '등수', '높', '나왔', '기분', '좋', '않']	3
['요즘', '회사', '사업', '시장', '자체', '축소', '있', '걱정', '이']	3
['코로나', '기승', '부리', '있', '외출', '하', '있']	2
['어릴', '때', '여기', '살', '나', '우리', '동네', '역사', '아', '사람', '없', '거', '야']	0
['손목', '부상', '골다공증', '있', '손자', '안', '들어올리기', '두려워']	3
['반', '애', '괴롭히', '말', '얘기', '내', '말', '듣', '않', '화', '나']	2
['자식', '대학교', '졸업', '이제', '나', '큰', '지출', '없', '거', '같', '기뻐']	0
['대인', '관계', '유지', '못하', '있', '것', '같', '것', '같']	1
['직업', '이', '일', '해야', '한다는', '것', '힘들', '지쳐', '접대', '해야지', '도', '지나칠', '정도', '야']	4
['집', '엄마', '타', '주', '코코아', '음미', '수', '있', '기뻐']	0
['것', '몰라도', '건강', '자신', '있']	0
['난', '매력', '이']	0
['혈압', '내려갔']	0
['직장', '상사', '출장', '가', '되', '나', '가', '하', '당황']	1
['친구', '집', '채', '있', '나', '집', '채', '없', '부러워']	4
['남편', '퇴직금', '주식', '날렸', '고백', '충격', '이']	4
['이', '빠졌', '때', '어쩌', '했', '틀니', '끼', '고기', '씹', '이게', '좋', '그래']	0
['여자', '친구', '밤', '연락', '되', '않', '걱정', '불안']	3
['요즘', '처', '딸', '사이', '좋', '지', '것', '같', '다행', '이']	0
['갱년기', '와서', '하루', '번', '이유', '눈물', '나']	5
['바람', '스쳐도', '몸', '따가워서', '눈물', '나']	5
['괴롭힘', '당해', '왔', '선생', '말', '반', '친구', '나', '거짓말', '만들']	4
['노안', '시작', '우울']	4
['저', '무서운', '아이', '오늘', '나', '점심', '받', '가져오', '해서', '괴로워']	2
['손자', '말', '들으면', '용돈', '줘']	2
['길가', '지나가', '마스크', '쓰', '않', '마녀', '사냥', '심정', '이']	4
['건강', '좋', '지']	2
['졸업', '후', '취업', '싶', '엄마', '대학교', '가', '강요', '해', '계획', '틀', '질까', '봐', '불안']	3
['우리', '가족', '전부', '날', '이해', '주', '않', '슬퍼']	5
['했', '성적', '올라', '짜증', '나']	2
['예상', '대로', '건강', '검진', '결과', '좋', '나왔', '간수', '나쁘']	5
['직장', '사람', '관계', '좋', '질까', '걱정']	3
['나', '노후', '준비', '위해서', '재테크', '해야', '하', '않', '나이', '먹', '불안', '지']	3
['내', '심장', '느려', '지', '걸', '알', '있']	1
['취업', '하', '나이', '인데', '취업', '해서', '걱정']	3
['엄마', '공부', '못하', '대학교', '갈', '생각', '하', '말']	4
['친구', '결혼식', '축의금', '얼마', '할지', '고민', '이']	1
['직장', '화', '냈', '흥분', '짜증', '나']	0
['화가', '되', '싶', '나', '꿈', '엄마', '응원', '말', '주', '기뻐']	0
['직장', '상사', '신규', '업무', '부여', '받']	4
['방', '냄새나', '더럽', '치워', '줬', '치웠', '아들', '난리', '치', '내', '아들', '이', '싫']	5
['부장', '힘든', '출장', '나', '시키', '걸까', '사람', '있', '나', '업무', '량', '많', '말']	2
['딸', '병원', '가', '하', '데', '잦', '휴가', '딸', '회사', '혼나', '것', '같', '슬퍼']	4
['늙', '할', '수', '있', '일', '있', '사람', '늙', '것', '한다고', '말']	2
['나', '국어', '좋아하', '국어', '성적', '낮', '속상해']	2
['엄마', '알', '보', '새엄마', '였', '고등학교', '삼', '학년', '인데', '당황', '충격', '이', '공부', '집중', '돼']	1
['공원', '산책', '것', '즐겼', '무릎', '관절', '좋', '졌']	5
['친구', '앞', '서', '발표', '할', '때', '면', '부끄러워서', '얼굴', '빨개져']	1
['연극배우', '오디션', '좋', '배역', '맡', '기분', '좋']	0
['난', '살', '만큼', '살', '모르']	3
['주말', '이', '등산', '하', '가', '하', '가', '귀찮']	2
['옆', '반려', '묘', '하나', '있', '좋', '외로워']	1
['우울', '하루', '야']	5
['고등학교', '졸업', '얼마', '남', '진로', '정해야', '해']	1
['사람', '좋', '직업', '환호', '나', '내', '원', '것', '하', '싶', '말', '이']	1
['회사', '우리', '팀', '성적', '좋', '자부', '수', '있']	0
['가', '은퇴', '후', '집안', '망할', '것', '같']	3
['우리', '아내', '나', '이외', '사람', '사랑', '않', '거', '라고', '자신']	0
['저번', '주', '돼지', '꿈', '꾸', '그날', '복권', '열', '장', '샀', '결과', '보', '장', '당첨', '않', '실망', '이']	5
['짜증', '나', '회사', '그만두', '싶']	2
['우리', '동네', '사람', '내', '잘못', '소문', '대해', '오해', '것', '풀려서', '다행', '이']	0
['병실', '옆', '자리', '고', '씨', '어깨', '재활', '치료', '끝나', '퇴원', '나', '퇴원', '싶']	4
['퇴원', '이', '믿', '지', '않']	0
['말', '이', '이', '당혹', '일', '있']	1
['직장', '동료', '무단결근', '했', '일', '있', '봐', '걱정']	0
['난', '부족', '거', '자랐', '생각', '요즘', '그게', '아닐', '수', '있', '생각', '들', '괴로워']	3
['주변', '아픈', '사람', '많']	0
['직장', '동료', '나', '소개팅', '해', '준다고', '하', '당혹']	3
['재택', '근무', '편하', '하']	0
['거래처', '계약', '갔', '거기', '사장', '내', '중학생', '때', '괴롭힌', '친구', '더라고', '당황', '몰라']	1
['취업', '준비', '데', '심', '힘들']	3
['직장', '좋', '실적', '냈', '동료', '견제', '평가', '받', '못해서', '화', '나']	2
['남편', '퇴근', '시간', '다가오', '가슴']	3
['아들', '특수', '부대', '보냈', '부상', '당할까', '봐', '걱정']	3
['다가오', '명절', '친척', '만난다니', '우울', '취직', '됐']	3
['학교', '따돌림', '당하', '있', '힘들']	5
['이번', '건강', '검진', '고혈압', '나왔']	3
['자식', '아픈', '곳', '없', '남편', '데리', '놀', '다녀서']	4
['장', '보', '오', '옆집', '사람', '물건', '들', '줬']	0
['아내', '임신']	3
['직장', '사람', '챙겨', '주', '아무', '내', '이름', '모르']	3
['텔레비전', '중년', '근육', '맨', '나오', '부럽', '질투']	4
['친구', '나', '보', '시선', '견디', '게', '힘들', '눈물', '나']	5
['나이', '먹', '말', '통하', '친구', '이젠', '말', '통하']	5
['결혼', '느낀', '건', '내', '하', '싶', '것', '포기', '한다는', '거', '야']	4
['우리', '형', '이기', '이', '자기', '모르', '형', '때문', '화', '나']	2
['경운기', '사', '신', '나']	0
['나', '남자', '친구', '있', '세상', '행복', '사람', '되', '것', '같']	0
['결혼', '예물', '준비', '데', '여자', '친구', '어머님', '예물', '작', '의도', '말씀', '하', '속상해', '우리', '집', '형편', '부족', '말', '이']	1
['남자', '친구', '결혼', '생각', '중', '이', '모아', '둔', '게', '얼마', '없', '거', '야', '부모', '도움', '받', '소리']	1
['여자', '친구', '임신', '테스트', '결과', '나왔']	0
['내', '친한', '친구', '죽']	4
['중년', '되', '평생', '바친', '회사', '희생', '당한', '기분', '이']	4
['취업', '때문', '걱정', '이']	3
['연구', '직', '일', '직장', '생활', '만족']	0
['토익', '시험', '봤', '스스로', '죽']	1
['엄마', '나', '나', '세상', '태어나', '될', '존재', '라는', '말', '했']	1
['나', '면접', '보', '왔', '결과', '나올지', '긴장']	3
['아들', '입양아', '라는', '사실', '숨겨왔', '들', '아들', '사실', '들킬까', '봐', '초조']	3
['얼마', '전', '박', '할머니', '우리', '집', '초대', '실례', '저지른', '것', '같']	3
['이', '십', '키', '빼', '말', '돼', '충격', '이']	4
['동생', '며칠', '동안', '수련', '회', '가', '되', '좋']	0
['집안일', '때문', '남편', '싸우', '걸', '아이', '지켜보', '있', '당황']	1
['과식', '하', '속', '부룩', '먹', '조심']	3
['살', '보', '텔레비전', '보', '외로움', '느끼']	1
['사람', '만나', '건', '힘든', '일', '이']	3
['회사', '회식', '참석', '싫', '방법', '없']	2
['대출', '연장', '돼서', '다행', '이']	0
['이놈', '혈당', '때문', '요즘', '친구', '술자리', '가', '힘들', '화', '나']	2
['남자', '친구', '결혼', '준비', '중', '인데', '내', '말', '시어머니', '말', '들']	4
['우리', '남편', '새로운', '사업', '하', '나이', '몇', '인데']	3
['나', '취업', '성공']	3
